TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,LOGICAL_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,KEY_POSITION,DESCRIPTION
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,inventory_section_code,在庫部課コード,3,,NO,character varying(3),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,product_code,商品コード,4,,NO,character varying(12),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,quota_corporation_code,取置先法人コード,5,,NO,character(7),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,quota_branch_code,取置先支店コード,6,,NO,character(4),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,quota_selling_floor_code,取置先売場コード,7,,YES,character(1),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,transaction_kind_name,取引区分名,8,,NO,character varying(10),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,number,No,9,,NO,character varying(9),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,line_number,行No,10,,NO,integer,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,date,日付,11,,NO,date,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,create_date_time,作成日時,12,now(),NO,timestamp(6) without time zone,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,receive_and_send_target_name,受払先名,13,,YES,character varying(60),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,receive_count,受入数,14,,YES,integer,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,send_count,払出数,15,,YES,integer,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,others_section_code,相手部課コード,16,,YES,character varying(3),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,others_warehouse_code,相手倉庫コード,17,,YES,character(3),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,input_user,入力者,18,,NO,character varying(10),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,input_user_name,入力者名,19,,NO,character varying(22),,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,reservation_count,引当数,20,,YES,integer,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,created_at,登録日時,21,,YES,timestamp,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,updated_at,最終更新日時,22,,YES,timestamp,,
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,updated_by,最終更新者,23,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,update_cause,最終更新契機,24,,YES,varchar(32),,機能名
,inventory_receive_and_send,inventory_quota_receive_and_send_attempt,version,バージョン,25,,YES,bigint,,楽観ロック用
,inventory_receive_and_send,inventory_receive_and_send_achievement,id,id,1,,NO,*id,1,
,inventory_receive_and_send,inventory_receive_and_send_achievement,warehouse_code,倉庫コード,2,,NO,character(3),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,inventory_section_code,在庫部課コード,3,,NO,character varying(3),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,product_code,商品コード,4,,NO,character varying(12),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,transaction_kind_name,取引区分名,5,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,number,No,6,,NO,character varying(9),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,line_number,行No,7,,NO,integer,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,status,ステータス,8,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,date,日付,9,,NO,date,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,create_date_time,作成日時,10,now(),NO,timestamp(6) without time zone,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,receive_and_send_target_name,受払先名,11,,YES,character varying(60),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,receive_count,受入数,12,,YES,integer,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,send_count,払出数,13,,YES,integer,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,others_section_code,相手部課コード,14,,YES,character varying(3),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,others_warehouse_code,相手倉庫コード,15,,YES,character(3),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,input_user,入力者,16,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,input_user_name,入力者名,17,,NO,character varying(22),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,inventory_condition_name,在庫状態名,18,,NO,character varying(8),,
,inventory_receive_and_send,inventory_receive_and_send_achievement,created_at,登録日時,19,,YES,timestamp,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,updated_at,最終更新日時,20,,YES,timestamp,,
,inventory_receive_and_send,inventory_receive_and_send_achievement,updated_by,最終更新者,21,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_receive_and_send,inventory_receive_and_send_achievement,update_cause,最終更新契機,22,,YES,varchar(32),,機能名
,inventory_receive_and_send,inventory_receive_and_send_achievement,version,バージョン,23,,YES,bigint,,楽観ロック用
,inventory_receive_and_send,inventory_receive_and_send_attempt,id,id,1,,NO,*id,1,
,inventory_receive_and_send,inventory_receive_and_send_attempt,warehouse_code,倉庫コード,2,,NO,character(3),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,inventory_section_code,在庫部課コード,3,,NO,character varying(3),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,product_code,商品コード,4,,NO,character varying(12),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,transaction_kind_name,取引区分名,5,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,number,No,6,,NO,character varying(9),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,line_number,行No,7,,NO,integer,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,status,ステータス,8,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,date,日付,9,,NO,date,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,create_date_time,作成日時,10,now(),NO,timestamp(6) without time zone,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,receive_and_send_target_name,受払先名,11,,YES,character varying(60),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,receive_count,受入数,12,,YES,integer,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,send_count,払出数,13,,YES,integer,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,others_section_code,相手部課コード,14,,YES,character varying(3),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,others_warehouse_code,相手倉庫コード,15,,YES,character(3),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,input_user,入力者,16,,NO,character varying(10),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,input_user_name,入力者名,17,,NO,character varying(22),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,inventory_condition_name,在庫状態名,18,,NO,character varying(8),,
,inventory_receive_and_send,inventory_receive_and_send_attempt,reservation_count,引当数,19,,YES,integer,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,created_at,登録日時,20,,YES,timestamp,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,updated_at,最終更新日時,21,,YES,timestamp,,
,inventory_receive_and_send,inventory_receive_and_send_attempt,updated_by,最終更新者,22,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_receive_and_send,inventory_receive_and_send_attempt,update_cause,最終更新契機,23,,YES,varchar(32),,機能名
,inventory_receive_and_send,inventory_receive_and_send_attempt,version,バージョン,24,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement,inventory_replacement_number,在庫振替no,2,,NO,character varying(9),,
,inventory_replacement,inventory_replacement,inventory_replacement_from_header_id,在庫振替元ヘッダー_id,3,,NO,*id_ref,,
,inventory_replacement,inventory_replacement,inventory_replacement_to_header_id,在庫振替先ヘッダー_id,4,,NO,*id_ref,,
,inventory_replacement,inventory_replacement,created_at,登録日時,5,,YES,timestamp,,
,inventory_replacement,inventory_replacement,updated_at,最終更新日時,6,,YES,timestamp,,
,inventory_replacement,inventory_replacement,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement,version,バージョン,9,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_from_header,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_from_header,dispatching_number,出庫no,2,,NO,character varying(9),,
,inventory_replacement,inventory_replacement_from_header,warehouse_id,倉庫_id,3,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_header,inventory_section_id,在庫部課_id,4,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_header,replacement_date,振替日,5,,NO,date,,
,inventory_replacement,inventory_replacement_from_header,inventory_condition,在庫状態,6,,NO,warehouse.inventory_condition,,
,inventory_replacement,inventory_replacement_from_header,input_user,入力者,7,,NO,character varying(10),,
,inventory_replacement,inventory_replacement_from_header,create_date_time,作成日時,8,now(),YES,timestamp(6) without time zone,,
,inventory_replacement,inventory_replacement_from_header,created_at,登録日時,9,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_header,updated_at,最終更新日時,10,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_header,updated_by,最終更新者,11,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_from_header,update_cause,最終更新契機,12,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_from_header,version,バージョン,13,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_from_line,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_from_line,inventory_replacement_from_header_id,在庫振替元ヘッダー_id,2,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_line,dispatching_line_number,出庫行no,3,,NO,integer,,
,inventory_replacement,inventory_replacement_from_line,product_id,商品_id,4,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_line,product_name_kana,商品名カナ,5,,NO,character varying(25),,
,inventory_replacement,inventory_replacement_from_line,quantity,数量,6,,NO,integer,,
,inventory_replacement,inventory_replacement_from_line,unit_code,単位コード,7,,NO,product.UNIT_CODE,,
,inventory_replacement,inventory_replacement_from_line,unit_conversion_value,単位換算値,8,,NO,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_from_line,unit_price,単価,9,,NO,"numeric(11, 2)",,
,inventory_replacement,inventory_replacement_from_line,excluding_tax_amount,税抜金額,10,,NO,numeric(11),,
,inventory_replacement,inventory_replacement_from_line,excise_tax_amount,消費税額,11,,NO,numeric(11),,
,inventory_replacement,inventory_replacement_from_line,remarks,備考,12,,YES,character varying(40),,
,inventory_replacement,inventory_replacement_from_line,product_attribute_id,商品属性_id,13,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_line,used_inventory_id,使用在庫_id,14,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_from_line,created_at,登録日時,15,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line,updated_at,最終更新日時,16,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line,updated_by,最終更新者,17,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_from_line,update_cause,最終更新契機,18,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_from_line,version,バージョン,19,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_from_line_product_attribute,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_from_line_product_attribute,count_in_box,box入数,2,,YES,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_from_line_product_attribute,count_in_carton,c／t入数,3,,YES,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_from_line_product_attribute,retail_price,小売価格,4,,YES,numeric(9),,
,inventory_replacement,inventory_replacement_from_line_product_attribute,hp_category_lms_id,HPカテゴリー_大中小_id,5,,YES,*id_ref,,
,inventory_replacement,inventory_replacement_from_line_product_attribute,base_unit_code,ベース単位コード,6,,YES,product.UNIT_CODE,,
,inventory_replacement,inventory_replacement_from_line_product_attribute,created_at,登録日時,7,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line_product_attribute,updated_at,最終更新日時,8,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line_product_attribute,updated_by,最終更新者,9,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_from_line_product_attribute,update_cause,最終更新契機,10,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_from_line_product_attribute,version,バージョン,11,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_from_line_used_inventory,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_from_line_used_inventory,quantity,数量,2,,NO,integer,,
,inventory_replacement,inventory_replacement_from_line_used_inventory,created_at,登録日時,3,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line_used_inventory,updated_at,最終更新日時,4,,YES,timestamp,,
,inventory_replacement,inventory_replacement_from_line_used_inventory,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_from_line_used_inventory,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_from_line_used_inventory,version,バージョン,7,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_to_header,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_to_header,entering_number,入庫no,2,,NO,character varying(9),,
,inventory_replacement,inventory_replacement_to_header,warehouse_id,倉庫_id,3,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_header,inventory_section_id,在庫部課_id,4,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_header,replacement_date,振替日,5,,NO,date,,
,inventory_replacement,inventory_replacement_to_header,inventory_condition,在庫状態,6,,NO,warehouse.inventory_condition,,
,inventory_replacement,inventory_replacement_to_header,input_user,入力者,7,,NO,character varying(10),,
,inventory_replacement,inventory_replacement_to_header,create_date_time,作成日時,8,now(),YES,timestamp(6) without time zone,,
,inventory_replacement,inventory_replacement_to_header,created_at,登録日時,9,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_header,updated_at,最終更新日時,10,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_header,updated_by,最終更新者,11,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_to_header,update_cause,最終更新契機,12,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_to_header,version,バージョン,13,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_to_line,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_to_line,inventory_replacement_to_header_id,在庫振替先ヘッダー_id,2,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_line,entering_line_number,入庫行no,3,,NO,integer,,
,inventory_replacement,inventory_replacement_to_line,product_id,商品_id,4,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_line,product_name_kana,商品名カナ,5,,NO,character varying(25),,
,inventory_replacement,inventory_replacement_to_line,quantity,数量,6,,NO,integer,,
,inventory_replacement,inventory_replacement_to_line,unit_code,単位コード,7,,NO,product.UNIT_CODE,,
,inventory_replacement,inventory_replacement_to_line,unit_conversion_value,単位換算値,8,,NO,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_to_line,unit_price,単価,9,,NO,"numeric(11, 2)",,
,inventory_replacement,inventory_replacement_to_line,excluding_tax_amount,税抜金額,10,,NO,numeric(11),,
,inventory_replacement,inventory_replacement_to_line,excise_tax_amount,消費税額,11,,NO,numeric(11),,
,inventory_replacement,inventory_replacement_to_line,remarks,備考,12,,YES,character varying(40),,
,inventory_replacement,inventory_replacement_to_line,product_attribute_id,商品属性_id,13,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_line,except_quota_id,取置以外_id,14,,NO,*id_ref,,
,inventory_replacement,inventory_replacement_to_line,created_at,登録日時,15,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line,updated_at,最終更新日時,16,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line,updated_by,最終更新者,17,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_to_line,update_cause,最終更新契機,18,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_to_line,version,バージョン,19,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_to_line_except_quota,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_to_line_except_quota,quantity,数量,2,,NO,integer,,
,inventory_replacement,inventory_replacement_to_line_except_quota,created_at,登録日時,3,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line_except_quota,updated_at,最終更新日時,4,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line_except_quota,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_to_line_except_quota,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_to_line_except_quota,version,バージョン,7,,YES,bigint,,楽観ロック用
,inventory_replacement,inventory_replacement_to_line_product_attribute,id,id,1,,NO,*id,1,
,inventory_replacement,inventory_replacement_to_line_product_attribute,count_in_box,box入数,2,,YES,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_to_line_product_attribute,count_in_carton,c／t入数,3,,YES,"numeric(9, 3)",,
,inventory_replacement,inventory_replacement_to_line_product_attribute,retail_price,小売価格,4,,YES,numeric(9),,
,inventory_replacement,inventory_replacement_to_line_product_attribute,hp_category_lms_id,HPカテゴリー_大中小_id,5,,YES,*id_ref,,
,inventory_replacement,inventory_replacement_to_line_product_attribute,base_unit_code,ベース単位コード,6,,YES,product.UNIT_CODE,,
,inventory_replacement,inventory_replacement_to_line_product_attribute,created_at,登録日時,7,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line_product_attribute,updated_at,最終更新日時,8,,YES,timestamp,,
,inventory_replacement,inventory_replacement_to_line_product_attribute,updated_by,最終更新者,9,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_replacement,inventory_replacement_to_line_product_attribute,update_cause,最終更新契機,10,,YES,varchar(32),,機能名
,inventory_replacement,inventory_replacement_to_line_product_attribute,version,バージョン,11,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,inventory_transfer_achievement,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_achievement_number,移動実績no,2,,NO,character varying(9),,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_source_warehouse_id,移動元倉庫_id,3,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_source_inventory_section_id,移動元在庫部課_id,4,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_destination_warehouse_id,移動先倉庫_id,5,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_destination_inventory_section_id,移動先在庫部課_id,6,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_out_achievement_header_id,移動出実績ヘッダー_id,7,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,transfer_in_achievement_header_id,移動入実績ヘッダー_id,8,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,inventory_transfer_achievement_direction_id,在庫移動実績指示_id,9,,NO,*id_ref,,
,inventory_transfer_achievement,inventory_transfer_achievement,created_at,登録日時,10,,YES,timestamp,,
,inventory_transfer_achievement,inventory_transfer_achievement,updated_at,最終更新日時,11,,YES,timestamp,,
,inventory_transfer_achievement,inventory_transfer_achievement,updated_by,最終更新者,12,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,inventory_transfer_achievement,update_cause,最終更新契機,13,,YES,varchar(32),,機能名
,inventory_transfer_achievement,inventory_transfer_achievement,version,バージョン,14,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_except_quota,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,transfer_in_achievement_section_allocation_id,移動入実績部課割振_id,2,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,quota_designation_line_number,取置指定行no,3,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,quantity,数量,4,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,created_at,登録日時,5,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,updated_at,最終更新日時,6,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_except_quota,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,transfer_in_achievement_except_quota,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,inventory_transfer_achievement,transfer_in_achievement_except_quota,version,バージョン,9,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_header,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_header,entering_number,入庫no,2,,NO,character varying(9),,
,inventory_transfer_achievement,transfer_in_achievement_header,entering_warehouse_id,入庫倉庫_id,3,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_header,entering_inventory_section_id,入庫在庫部課_id,4,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_header,recorded_date,計上日,5,,NO,date,,
,inventory_transfer_achievement,transfer_in_achievement_header,entering_date,入庫日,6,,NO,date,,
,inventory_transfer_achievement,transfer_in_achievement_header,note,摘要,7,,YES,character varying(40),,
,inventory_transfer_achievement,transfer_in_achievement_header,inventory_condition,在庫状態,8,,NO,warehouse.INVENTORY_CONDITION,,
,inventory_transfer_achievement,transfer_in_achievement_header,input_user,入力者,9,,YES,character varying(10),,
,inventory_transfer_achievement,transfer_in_achievement_header,create_date_time,作成日時,10,now(),YES,timestamp(6) without time zone,,
,inventory_transfer_achievement,transfer_in_achievement_header,created_at,登録日時,11,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_header,updated_at,最終更新日時,12,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_header,updated_by,最終更新者,13,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,transfer_in_achievement_header,update_cause,最終更新契機,14,,YES,varchar(32),,機能名
,inventory_transfer_achievement,transfer_in_achievement_header,version,バージョン,15,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_line,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_line,transfer_in_achievement_header_id,移動入実績ヘッダー_id,2,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_line,transfer_in_achievement_line_number,移動入実績行no,3,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_line,product_id,商品_id,4,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_line,quantity,数量,5,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_line,unit_code,単位コード,6,,NO,product.UNIT_CODE,,
,inventory_transfer_achievement,transfer_in_achievement_line,unit_conversion_value,単位換算値,7,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_line,unit_price,単価,8,,NO,"numeric(11, 2)",,
,inventory_transfer_achievement,transfer_in_achievement_line,excluding_tax_amount,税抜金額,9,,NO,numeric(11),,
,inventory_transfer_achievement,transfer_in_achievement_line,remarks,備考,10,,YES,character varying(40),,
,inventory_transfer_achievement,transfer_in_achievement_line,product_attribute_id,商品属性_id,11,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_line,transit_status_id,積送状態_id,12,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_line,input_user,入力者,13,,YES,character varying(10),,
,inventory_transfer_achievement,transfer_in_achievement_line,create_date_time,作成日時,14,now(),YES,timestamp(6) without time zone,,
,inventory_transfer_achievement,transfer_in_achievement_line,created_at,登録日時,15,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_line,updated_at,最終更新日時,16,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_line,updated_by,最終更新者,17,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,transfer_in_achievement_line,update_cause,最終更新契機,18,,YES,varchar(32),,機能名
,inventory_transfer_achievement,transfer_in_achievement_line,version,バージョン,19,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,count_in_box,box入数,2,0,YES,integer,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,count_in_carton,c/t入数,3,0,YES,integer,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,retail_price,小売価格,4,,YES,numeric(9),,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,hp_category_lms_id,hpカテゴリー_大中小_id,5,,YES,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,base_unit_code,ベース単位コード,6,,YES,product.UNIT_CODE,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,created_at,登録日時,7,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,updated_at,最終更新日時,8,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,updated_by,最終更新者,9,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,update_cause,最終更新契機,10,,YES,varchar(32),,機能名
,inventory_transfer_achievement,transfer_in_achievement_line_product_attribute,version,バージョン,11,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_quota,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_quota,transfer_in_achievement_section_allocation_id,移動入実績部課割振_id,2,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_quota,quota_designation_line_number,取置指定行no,3,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_quota,quota_id,取置先_id,4,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_quota,quantity,数量,5,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_quota,created_at,登録日時,6,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_quota,updated_at,最終更新日時,7,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_quota,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
,inventory_transfer_achievement,transfer_in_achievement_quota,update_cause,最終更新契機,9,,YES,varchar(32),,機能名
,inventory_transfer_achievement,transfer_in_achievement_quota,version,バージョン,10,,YES,bigint,,楽観ロック用
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,id,id,1,,NO,*id,1,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,transfer_in_achievement_line_id,移動入実績明細_id,2,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,section_allocation_number,部課割振no,3,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,inventory_section_id,在庫部課_id,4,,NO,*id_ref,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,allocation_quantity,割振数,5,,NO,integer,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,created_at,登録日時,6,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,updated_at,最終更新日時,7,,YES,timestamp,,
,inventory_transfer_achievement,transfer_in_achievement_section_allocation,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
