TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,LOGICAL_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,KEY_POSITION,DESCRIPTION
,accounting,amount_round_digit,id,id,1,,NO,*id,1,
,accounting,amount_round_digit,amount_round_digit_code,金額丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,amount_round_digit,amount_round_digit_type,金額丸め桁数区分,3,,NO,accounting.amount_round_digit_type,,
,accounting,amount_round_digit,amount_round_digit_name,金額丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,amount_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,amount_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,amount_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,amount_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,amount_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,excise_tax_after_apply_date,id,id,1,,NO,*id,1,
,accounting,excise_tax_after_apply_date,excise_tax,消費税,2,,NO,"numeric(3, 2)",,
,accounting,excise_tax_after_apply_date,apply_date,適用日,3,,NO,date,,
,accounting,excise_tax_after_apply_date,created_at,登録日時,4,,YES,timestamp,,
,accounting,excise_tax_after_apply_date,updated_at,最終更新日時,5,,YES,timestamp,,
,accounting,excise_tax_after_apply_date,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_after_apply_date,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,accounting,excise_tax_after_apply_date,version,バージョン,8,,YES,bigint,,楽観ロック用
,accounting,excise_tax_before_apply_date,id,id,1,,NO,*id,1,
,accounting,excise_tax_before_apply_date,excise_tax,消費税,2,,NO,"numeric(3, 2)",,
,accounting,excise_tax_before_apply_date,created_at,登録日時,3,,YES,timestamp,,
,accounting,excise_tax_before_apply_date,updated_at,最終更新日時,4,,YES,timestamp,,
,accounting,excise_tax_before_apply_date,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_before_apply_date,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,accounting,excise_tax_before_apply_date,version,バージョン,7,,YES,bigint,,楽観ロック用
,accounting,excise_tax_computation_kind,id,id,1,,NO,*id,1,
,accounting,excise_tax_computation_kind,excise_tax_computation_kind_code,消費税計算種別コード,2,,NO,character(1),,CAPS：なし
,accounting,excise_tax_computation_kind,excise_tax_computation_kind_type,消費税計算種別区分,3,,NO,accounting.excise_tax_computation_kind_type,,
,accounting,excise_tax_computation_kind,excise_tax_computation_kind_name,消費税計算種別名,4,,NO,character varying(3),,CAPS：なし
,accounting,excise_tax_computation_kind,created_at,登録日時,5,,YES,timestamp,,
,accounting,excise_tax_computation_kind,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,excise_tax_computation_kind,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_computation_kind,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,excise_tax_computation_kind,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,excise_tax_computation_unit,id,id,1,,NO,*id,1,
,accounting,excise_tax_computation_unit,excise_tax_computation_unit_code,消費税計算単位コード,2,,NO,character(1),,CAPS：なし
,accounting,excise_tax_computation_unit,excise_tax_computation_unit_type,消費税計算単位区分,3,,NO,accounting.excise_tax_computation_unit_type,,
,accounting,excise_tax_computation_unit,excise_tax_computation_unit_name,消費税計算単位名,4,,NO,character varying(5),,CAPS：なし
,accounting,excise_tax_computation_unit,created_at,登録日時,5,,YES,timestamp,,
,accounting,excise_tax_computation_unit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,excise_tax_computation_unit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_computation_unit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,excise_tax_computation_unit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,excise_tax_kind,id,id,1,,NO,*id,1,
,accounting,excise_tax_kind,excise_tax_kind_code,消費税種別コード,2,,NO,character(1),,CAPS：なし
,accounting,excise_tax_kind,excise_tax_kind_type,消費税種別区分,3,,NO,accounting.excise_tax_kind_type,,
,accounting,excise_tax_kind,excise_tax_kind_name,消費税種別名,4,,NO,character varying(3),,CAPS：なし
,accounting,excise_tax_kind,created_at,登録日時,5,,YES,timestamp,,
,accounting,excise_tax_kind,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,excise_tax_kind,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_kind,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,excise_tax_kind,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,excise_tax_round_digit,id,id,1,,NO,*id,1,
,accounting,excise_tax_round_digit,excise_tax_round_digit_code,消費税丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,excise_tax_round_digit,excise_tax_round_digit_type,消費税丸め桁数区分,3,,NO,accounting.excise_tax_round_digit_type,,
,accounting,excise_tax_round_digit,excise_tax_round_digit_name,消費税丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,excise_tax_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,excise_tax_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,excise_tax_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,excise_tax_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,excise_tax_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,group_company_trade_round_digit,id,id,1,,NO,*id,1,
,accounting,group_company_trade_round_digit,group_company_trade_round_digit_code,グループ会社間売買丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,group_company_trade_round_digit,group_company_trade_round_digit_type,グループ会社間売買丸め桁数区分,3,,NO,accounting.group_company_trade_round_digit_type,,
,accounting,group_company_trade_round_digit,group_company_trade_round_digit_name,グループ会社間売買丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,group_company_trade_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,group_company_trade_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,group_company_trade_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,group_company_trade_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,group_company_trade_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,others_selling_price_excise_tax_computation_kind,id,id,1,,NO,*id,1,
,accounting,others_selling_price_excise_tax_computation_kind,excise_tax_computation_kind_code,消費税計算種別コード,2,,NO,character(1),,CAPS：なし
,accounting,others_selling_price_excise_tax_computation_kind,excise_tax_computation_kind_type,消費税計算種別区分,3,,NO,accounting.others_selling_price_excise_tax_computation_kind_type,,
,accounting,others_selling_price_excise_tax_computation_kind,excise_tax_computation_kind,消費税計算種別,4,,NO,character varying(11),,
,accounting,others_selling_price_excise_tax_computation_kind,excise_tax_computation_kind_name,消費税計算種別名,5,,NO,character varying(20),,CAPS：なし
,accounting,others_selling_price_excise_tax_computation_kind,created_at,登録日時,6,,YES,timestamp,,
,accounting,others_selling_price_excise_tax_computation_kind,updated_at,最終更新日時,7,,YES,timestamp,,
,accounting,others_selling_price_excise_tax_computation_kind,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,others_selling_price_excise_tax_computation_kind,update_cause,最終更新契機,9,,YES,varchar(32),,機能名
,accounting,others_selling_price_excise_tax_computation_kind,version,バージョン,10,,YES,bigint,,楽観ロック用
,accounting,proportion_unit_price_round_digit,id,id,1,,NO,*id,1,
,accounting,proportion_unit_price_round_digit,proportion_unit_price_round_digit_code,掛率単価丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,proportion_unit_price_round_digit,proportion_unit_price_round_digit_type,掛率単価丸め桁数区分,3,,NO,accounting.round_digit_type,,
,accounting,proportion_unit_price_round_digit,proportion_unit_price_round_digit_name,掛率単価丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,proportion_unit_price_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,proportion_unit_price_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,proportion_unit_price_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,proportion_unit_price_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,proportion_unit_price_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,rebate_amount_round_digit,id,id,1,,NO,*id,1,
,accounting,rebate_amount_round_digit,rebate_amount_round_digit_code,リベート金額丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,rebate_amount_round_digit,rebate_amount_round_digit_type,リベート金額丸め桁数区分,3,,NO,accounting.rebate_amount_round_digit_type,,
,accounting,rebate_amount_round_digit,rebate_amount_round_digit_name,リベート金額丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,rebate_amount_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,rebate_amount_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,rebate_amount_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,rebate_amount_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,rebate_amount_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,rebate_unit_price_round_digit,id,id,1,,NO,*id,1,
,accounting,rebate_unit_price_round_digit,rebate_unit_price_round_digit_code,リベート単価丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,rebate_unit_price_round_digit,rebate_unit_price_round_digit_type,リベート単価丸め桁数区分,3,,NO,accounting.rebate_unit_price_round_digit_type,,
,accounting,rebate_unit_price_round_digit,rebate_unit_price_round_digit_name,リベート単価丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,rebate_unit_price_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,rebate_unit_price_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,rebate_unit_price_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,rebate_unit_price_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,rebate_unit_price_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,round_digit,id,id,1,,NO,*id,1,
,accounting,round_digit,round_digit_code,丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,round_digit,round_digit_type,丸め桁数区分,3,,NO,accounting.round_digit_type,,
,accounting,round_digit,round_digit_name,丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,round_kind,id,id,1,,NO,*id,1,
,accounting,round_kind,round_kind_code,丸め種別コード,2,,NO,character(1),,CAPS：なし
,accounting,round_kind,round_kind_type,丸め種別区分,3,,NO,accounting.round_kind_type,,
,accounting,round_kind,round_kind_name,丸め種別名,4,,NO,character varying(4),,CAPS：なし
,accounting,round_kind,created_at,登録日時,5,,YES,timestamp,,
,accounting,round_kind,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,round_kind,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,round_kind,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,round_kind,version,バージョン,9,,YES,bigint,,楽観ロック用
,accounting,unit_price_computation_kind,id,id,1,,NO,*id,1,
,accounting,unit_price_computation_kind,unit_price_computation_kind_code,単価計算種別コード,2,,NO,character(1),,CAPS：なし
,accounting,unit_price_computation_kind,unit_price_computation_kind_type,単価計算種別区分,3,,NO,accounting.unit_price_computation_kind_type,,
,accounting,unit_price_computation_kind,unit_price_computation_kind,単価計算種別,4,,NO,character varying(11),,CAPS：なし
,accounting,unit_price_computation_kind,unit_price_computation_kind_name,単価計算種別名,5,,NO,character varying(20),,CAPS：なし
,accounting,unit_price_computation_kind,created_at,登録日時,6,,YES,timestamp,,
,accounting,unit_price_computation_kind,updated_at,最終更新日時,7,,YES,timestamp,,
,accounting,unit_price_computation_kind,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,unit_price_computation_kind,update_cause,最終更新契機,9,,YES,varchar(32),,機能名
,accounting,unit_price_computation_kind,version,バージョン,10,,YES,bigint,,楽観ロック用
,accounting,unit_price_inner_computation_round_digit,id,id,1,,NO,*id,1,
,accounting,unit_price_inner_computation_round_digit,unit_price_inner_computation_round_digit_code,単価内部計算丸め桁数コード,2,,NO,character(1),,CAPS：なし
,accounting,unit_price_inner_computation_round_digit,unit_price_inner_computation_round_digit_type,単価内部計算丸め桁数区分,3,,NO,accounting.unit_price_inner_computation_round_digit_type,,
,accounting,unit_price_inner_computation_round_digit,unit_price_inner_computation_round_digit_name,単価内部計算丸め桁数名,4,,NO,character varying(4),,CAPS：なし
,accounting,unit_price_inner_computation_round_digit,created_at,登録日時,5,,YES,timestamp,,
,accounting,unit_price_inner_computation_round_digit,updated_at,最終更新日時,6,,YES,timestamp,,
,accounting,unit_price_inner_computation_round_digit,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,accounting,unit_price_inner_computation_round_digit,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,accounting,unit_price_inner_computation_round_digit,version,バージョン,9,,YES,bigint,,楽観ロック用
,attempt_update,purchase_order_update,id,id,1,,NO,*id,1,
,attempt_update,purchase_order_update,purchase_order_number,発注no,2,,NO,character varying(9),,
,attempt_update,purchase_order_update,purchase_order_header_id,発注ヘッダー_id,3,,NO,*id_ref,,
,attempt_update,purchase_order_update,deleted_flag,削除フラグ,4,FALSE,NO,*flag,,
,attempt_update,purchase_order_update,max_line_count,最大明細行数,5,0,NO,integer,,
,attempt_update,purchase_order_update,create_date_time,作成日時,6,now(),NO,timestamp(6) without time zone,,
,attempt_update,purchase_order_update,update_date_time,更新日時,7,now(),NO,timestamp(6) without time zone,,
,attempt_update,purchase_order_update,created_at,登録日時,8,,YES,timestamp,,
,attempt_update,purchase_order_update,updated_at,最終更新日時,9,,YES,timestamp,,
,attempt_update,purchase_order_update,updated_by,最終更新者,10,,YES,bigint,,ユーザーアカウントテーブルのID
,attempt_update,purchase_order_update,update_cause,最終更新契機,11,,YES,varchar(32),,機能名
,attempt_update,purchase_order_update,version,バージョン,12,,YES,bigint,,楽観ロック用
,attempt_update,purchase_returned_products_shipment_attempt_update,id,id,1,,NO,*id,1,
,attempt_update,purchase_returned_products_shipment_attempt_update,purchase_returned_products_attempt_number,仕入返品予定no,2,,NO,character varying(9),,
,attempt_update,purchase_returned_products_shipment_attempt_update,purchase_returned_products_shipment_attempt_header_id,仕入返品出荷予定ヘッダー_id,3,,NO,*id_ref,,
,attempt_update,purchase_returned_products_shipment_attempt_update,create_date_time,作成日時,4,now(),NO,timestamp(6) without time zone,,
,attempt_update,purchase_returned_products_shipment_attempt_update,update_date_time,更新日時,5,now(),NO,timestamp(6) without time zone,,
,attempt_update,purchase_returned_products_shipment_attempt_update,created_at,登録日時,6,,YES,timestamp,,
,attempt_update,purchase_returned_products_shipment_attempt_update,updated_at,最終更新日時,7,,YES,timestamp,,
,attempt_update,purchase_returned_products_shipment_attempt_update,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
,attempt_update,purchase_returned_products_shipment_attempt_update,update_cause,最終更新契機,9,,YES,varchar(32),,機能名
,attempt_update,purchase_returned_products_shipment_attempt_update,version,バージョン,10,,YES,bigint,,楽観ロック用
,authority_management,available_function,id,id,1,,NO,*id,1,
,authority_management,available_function,role_id,ロール_id,2,,NO,*id_ref,,
,authority_management,available_function,client_function_id,クライアント機能_id,3,,NO,*id_ref,,
,authority_management,available_function,created_at,登録日時,4,,YES,timestamp,,
,authority_management,available_function,updated_at,最終更新日時,5,,YES,timestamp,,
,authority_management,available_function,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,authority_management,available_function,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,authority_management,available_function,version,バージョン,8,,YES,bigint,,楽観ロック用
,authority_management,role,id,id,1,,NO,*id,1,
,authority_management,role,role_name,ロール名,2,,NO,character varying(22),,CAPS：なし
,authority_management,role,additional_authority,付加権限,3,,YES,authority_management.additional_authority,,
,authority_management,role,display_order,表示順,4,,NO,integer,,
,authority_management,role,created_at,登録日時,5,,YES,timestamp,,
,authority_management,role,updated_at,最終更新日時,6,,YES,timestamp,,
,authority_management,role,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,authority_management,role,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,authority_management,role,version,バージョン,9,,YES,bigint,,楽観ロック用
,authority_management,section_role,id,id,1,,NO,*id,1,
,authority_management,section_role,section_id,部課_id,2,,NO,*id_ref,,CAPS：なし
,authority_management,section_role,role_id,ロール_id,3,,NO,*id_ref,,CAPS：なし
,authority_management,section_role,created_at,登録日時,4,,YES,timestamp,,
,authority_management,section_role,updated_at,最終更新日時,5,,YES,timestamp,,
,authority_management,section_role,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,authority_management,section_role,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,authority_management,section_role,version,バージョン,8,,YES,bigint,,楽観ロック用
,authority_management,user_role,id,id,1,,NO,*id,1,
,authority_management,user_role,user_account_id,ユーザーアカウント_id,2,,NO,*id_ref,,CAPS：なし
,authority_management,user_role,role_id,ロール_id,3,,NO,*id_ref,,CAPS：なし
,authority_management,user_role,created_at,登録日時,4,,YES,timestamp,,
,authority_management,user_role,updated_at,最終更新日時,5,,YES,timestamp,,
,authority_management,user_role,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,authority_management,user_role,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,authority_management,user_role,version,バージョン,8,,YES,bigint,,楽観ロック用
,business_control,business_date,id,id,1,,NO,*id,1,
,business_control,business_date,business_date,業務日付,2,,NO,date,,CAPS：なし
,business_control,business_date,created_at,登録日時,3,,YES,timestamp,,
,business_control,business_date,updated_at,最終更新日時,4,,YES,timestamp,,
,business_control,business_date,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,business_date,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,business_control,business_date,version,バージョン,7,,YES,bigint,,楽観ロック用
,business_control,business_month,id,id,1,,NO,*id,1,
,business_control,business_month,business_month,業務月度,2,,NO,char(6),,
,business_control,business_month,montly_closing_status,月次状態,3,,NO,business_control.monthly_closing_status,,
,business_control,business_month,created_at,登録日時,4,,YES,timestamp,,
,business_control,business_month,updated_at,最終更新日時,5,,YES,timestamp,,
,business_control,business_month,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,business_month,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,business_control,business_month,version,バージョン,8,,YES,bigint,,楽観ロック用
,business_control,business_year,id,id,1,,NO,*id,1,
,business_control,business_year,financial_year,年度,2,,NO,numeric(4),,CAPS：なし
,business_control,business_year,created_at,登録日時,3,,YES,timestamp,,
,business_control,business_year,updated_at,最終更新日時,4,,YES,timestamp,,
,business_control,business_year,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,business_year,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,business_control,business_year,version,バージョン,7,,YES,bigint,,楽観ロック用
,business_control,cutoff_date,id,id,1,,NO,*id,1,
,business_control,cutoff_date,cutoff_date_code,締日コード,2,,NO,character varying(2),,CAPS：なし
,business_control,cutoff_date,cutoff_date_type,締日区分,3,,NO,accounting.cutoff_date_type,,
,business_control,cutoff_date,cutoff_date_name,締日名,4,,NO,character varying(5),,CAPS：なし
,business_control,cutoff_date,created_at,登録日時,5,,YES,timestamp,,
,business_control,cutoff_date,updated_at,最終更新日時,6,,YES,timestamp,,
,business_control,cutoff_date,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,cutoff_date,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,business_control,cutoff_date,version,バージョン,9,,YES,bigint,,楽観ロック用
,business_control,paying_deadline,id,id,1,,NO,*id,1,
,business_control,paying_deadline,payee_id,支払先_id,2,,NO,*id_ref,,
,business_control,paying_deadline,lately_deadline,今回締切日,3,,NO,date,,
,business_control,paying_deadline,next_deadline,次回締切日,4,,NO,date,,
,business_control,paying_deadline,created_at,登録日時,5,,YES,timestamp,,
,business_control,paying_deadline,updated_at,最終更新日時,6,,YES,timestamp,,
,business_control,paying_deadline,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,paying_deadline,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,business_control,paying_deadline,version,バージョン,9,,YES,bigint,,楽観ロック用
,business_control,paying_deadline_status,id,id,1,,NO,*id,1,
,business_control,paying_deadline_status,company_id,会社_id,2,,NO,*id_ref,,
,business_control,paying_deadline_status,paying_deadline,支払締切日,3,,NO,date,,
,business_control,paying_deadline_status,cutoff_date_id,締日_id,4,,NO,*id_ref,,
,business_control,paying_deadline_status,closing_status,締次状態,5,,NO,business_control.closing_status,,
,business_control,paying_deadline_status,created_at,登録日時,6,,YES,timestamp,,
,business_control,paying_deadline_status,updated_at,最終更新日時,7,,YES,timestamp,,
,business_control,paying_deadline_status,updated_by,最終更新者,8,,YES,bigint,,ユーザーアカウントテーブルのID
,business_control,paying_deadline_status,update_cause,最終更新契機,9,,YES,varchar(32),,機能名
,business_control,paying_deadline_status,version,バージョン,10,,YES,bigint,,楽観ロック用
,calendar,no_operation_date,id,id,1,,NO,*id,1,
,calendar,no_operation_date,operation_pattern_id,稼働パターン_id,2,,NO,*id_ref,,CAPS：カレンダー.稼働パターン
,calendar,no_operation_date,no_operation_date,非稼働日,3,,NO,date,,CAPS：カレンダー.年+月+稼働区分01～31が0：非稼働の日付
,calendar,no_operation_date,created_at,登録日時,4,,YES,timestamp,,
,calendar,no_operation_date,updated_at,最終更新日時,5,,YES,timestamp,,
,calendar,no_operation_date,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,calendar,no_operation_date,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,calendar,no_operation_date,version,バージョン,8,,YES,bigint,,楽観ロック用
,calendar,operation_pattern,id,id,1,,NO,*id,1,
,calendar,operation_pattern,operation_pattern,稼働パターン,2,,NO,character(2),,CAPS：各種名称.名称コード
,calendar,operation_pattern,operation_pattern_name,稼働パターン名,3,,NO,character varying(42),,CAPS：各種名称.名称（漢字）
,calendar,operation_pattern,created_at,登録日時,4,,YES,timestamp,,
,calendar,operation_pattern,updated_at,最終更新日時,5,,YES,timestamp,,
,calendar,operation_pattern,updated_by,最終更新者,6,,YES,bigint,,ユーザーアカウントテーブルのID
,calendar,operation_pattern,update_cause,最終更新契機,7,,YES,varchar(32),,機能名
,calendar,operation_pattern,version,バージョン,8,,YES,bigint,,楽観ロック用
,carrier,carrier,id,id,1,,NO,*id,1,
,carrier,carrier,corporation_code,法人コード,2,,NO,character(7),,CAPS：取引先.法人
,carrier,carrier,branch_code,支店コード,3,,NO,character(4),,CAPS：取引先.支店
,carrier,carrier,carrier_name1,運送業者名１,4,,NO,character varying(30),,CAPS：取引先.取引先名
,carrier,carrier,carrier_name2,運送業者名２,5,,NO,character varying(30),,CAPS：取引先.支店名
,carrier,carrier,tel_number,電話番号,6,,NO,character varying(20),,CAPS：取引先.電話番号
,carrier,carrier,created_at,登録日時,7,,YES,timestamp,,
,carrier,carrier,updated_at,最終更新日時,8,,YES,timestamp,,
,carrier,carrier,updated_by,最終更新者,9,,YES,bigint,,ユーザーアカウントテーブルのID
,carrier,carrier,update_cause,最終更新契機,10,,YES,varchar(32),,機能名
,carrier,carrier,version,バージョン,11,,YES,bigint,,楽観ロック用
,cash_flow_linkage,ending_inventory_quantity,id,id,1,,NO,*id,1,
,cash_flow_linkage,ending_inventory_quantity,business_group_code,業務グループコード,2,,NO,character varying(2),,
,cash_flow_linkage,ending_inventory_quantity,journalization_date,仕訳日,3,,NO,character varying(8),,
,cash_flow_linkage,ending_inventory_quantity,account_code,科目コード,4,,NO,character varying(5),,
,cash_flow_linkage,ending_inventory_quantity,product_number,商品番号,5,,YES,character varying(15),,
,cash_flow_linkage,ending_inventory_quantity,caps_product_code,CAPS商品コード,6,,NO,character varying(20),,
,cash_flow_linkage,ending_inventory_quantity,unit_price,単価,7,,NO,"numeric(15,2)",,
,cash_flow_linkage,ending_inventory_quantity,quantity,数量,8,,YES,"numeric(15,2)",,
,cash_flow_linkage,ending_inventory_quantity,amount,金額,9,,YES,"numeric(15,2)",,
,cash_flow_linkage,ending_inventory_quantity,last_rate_down_date,最終評価減仕訳日,10,,YES,character varying(8),,
,cash_flow_linkage,ending_inventory_quantity,processed_flag,処理済フラグ,11,FALSE,NO,*flag,,
,cash_flow_linkage,ending_inventory_quantity,error_flag,エラーフラグ,12,FALSE,NO,*flag,,
,cash_flow_linkage,ending_inventory_quantity,created_at,登録日時,13,,YES,timestamp,,
,cash_flow_linkage,ending_inventory_quantity,updated_at,最終更新日時,14,,YES,timestamp,,
,cash_flow_linkage,ending_inventory_quantity,updated_by,最終更新者,15,,YES,bigint,,ユーザーアカウントテーブルのID
,cash_flow_linkage,ending_inventory_quantity,update_cause,最終更新契機,16,,YES,varchar(32),,機能名
,cash_flow_linkage,ending_inventory_quantity,version,バージョン,17,,YES,bigint,,楽観ロック用
,commerce_function,client_function,id,id,1,,NO,*id,1,
,commerce_function,client_function,menu_name,メニュー名,2,,NO,character varying(30),,
,commerce_function,client_function,created_at,登録日時,3,,YES,timestamp,,
,commerce_function,client_function,updated_at,最終更新日時,4,,YES,timestamp,,
,commerce_function,client_function,updated_by,最終更新者,5,,YES,bigint,,ユーザーアカウントテーブルのID
,commerce_function,client_function,update_cause,最終更新契機,6,,YES,varchar(32),,機能名
,commerce_function,client_function,version,バージョン,7,,YES,bigint,,楽観ロック用
,delivery,inter_warehouse_transfer_lead_time,id,id,1,,NO,*id,1,
,delivery,inter_warehouse_transfer_lead_time,transfer_source_warehouse_id,移動元倉庫_id,2,,NO,*id_ref,,
,delivery,inter_warehouse_transfer_lead_time,transfer_destination_warehouse_id,移動先倉庫_id,3,,NO,*id_ref,,
,delivery,inter_warehouse_transfer_lead_time,lead_time,リードタイム,4,,NO,numeric(3),,日数
,delivery,inter_warehouse_transfer_lead_time,created_at,登録日時,5,,YES,timestamp,,
,delivery,inter_warehouse_transfer_lead_time,updated_at,最終更新日時,6,,YES,timestamp,,
,delivery,inter_warehouse_transfer_lead_time,updated_by,最終更新者,7,,YES,bigint,,ユーザーアカウントテーブルのID
,delivery,inter_warehouse_transfer_lead_time,update_cause,最終更新契機,8,,YES,varchar(32),,機能名
,delivery,inter_warehouse_transfer_lead_time,version,バージョン,9,,YES,bigint,,楽観ロック用
,delivery,purchase_returned_products_lead_time,id,id,1,,NO,*id,1,
,delivery,purchase_returned_products_lead_time,warehouse_id,倉庫_id,2,,NO,*id_ref,,出荷元倉庫
